Material_Main,Material_2,Material_3,Additive_1,Additive_2,Additive_3,Additive_4,Application Rate (%DW),Initial Moisture Content (%),Initial pH,Initial TN (%),Initial TC (%),Initial C/N (%),Compost volume (m3)," Composting Method",M1_is Enclosed,Period (d),Initial density (kg/L),V1_Ventilation Type,V2_Ventilation Interval (min),V3_Ventilation Duration (min),V4_Ventilation Day,V5_Ventilation rate (L/min/kg iniDW),Turning times,NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),Initial GI (%),Final GI (%),CO2-C loss (%)
Food waste,Straw,None,None,None,None,None,0,59.87487562189054,6.874356428571427,1.938857678018576,44.66952458089472,25.071854049196226,0.05513157894736844,Windrow,0,68,0.409868947368421,Continuous,0,0,68,0.16,13,,,,14.219726666666666,,
Food waste,Straw,Poultry manure,None,None,None,None,0,59.87487562189054,6.874356428571427,1.938857678018576,44.66952458089472,25.071854049196226,0.05513157894736844,Windrow,0,68,0.409868947368421,Continuous,0,0,68,0.16,13,,,,14.219726666666666,,
Food waste,Straw,Poultury manure,None,None,None,None,0,59.87487562189054,6.874356428571427,1.938857678018576,44.66952458089472,25.071854049196226,0.05513157894736844,Windrow,0,68,0.409868947368421,Continuous,0,0,68,0.16,13,,,,14.219726666666666,,
Food waste,Straw,Sawdust,None,None,None,None,0,59.87487562189054,6.874356428571427,1.938857678018576,44.66952458089472,25.071854049196226,0.05513157894736844,Windrow,0,68,0.409868947368421,Continuous,0,0,68,0.16,13,,,,14.219726666666666,,
Food waste,Straw,Sewage sludge,None,None,None,None,0,59.87487562189054,6.874356428571427,1.938857678018576,44.66952458089472,25.071854049196226,0.05513157894736844,Windrow,0,68,0.409868947368421,Continuous,0,0,68,0.16,13,,,,14.219726666666666,,
Food waste,Straw,Straw,None,None,None,None,0,59.87487562189054,6.874356428571427,1.938857678018576,44.66952458089472,25.071854049196226,0.05513157894736844,Windrow,0,68,0.409868947368421,Continuous,0,0,68,0.16,13,,,,14.219726666666666,,
Food waste,Straw,Wood chips,None,None,None,None,0,59.87487562189054,6.874356428571427,1.938857678018576,44.66952458089472,25.071854049196226,0.05513157894736844,Windrow,0,68,0.409868947368421,Continuous,0,0,68,0.16,13,,,,14.219726666666666,,
Poultry manure,Straw,Byproduct,None,None,None,None,0,61.175720661157044,7.3508164957264945,2.496736884958221,40.00691635631427,20.14200193901122,0.62924918699187,Windrow,0,68,0.42103612556363473,Continuous,0,0,68,0.16,13,,,,14.24599012222222,,
Poultry manure,Straw,Cow manure,None,None,None,None,0,61.175720661157044,7.3508164957264945,2.496736884958221,40.00691635631427,20.14200193901122,0.62924918699187,Windrow,0,68,0.42103612556363473,Continuous,0,0,68,0.16,13,,,,14.24599012222222,,
Poultry manure,Straw,Green waste,None,None,None,None,0,61.175720661157044,7.3508164957264945,2.496736884958221,40.00691635631427,20.14200193901122,0.62924918699187,Windrow,0,68,0.42103612556363473,Continuous,0,0,68,0.16,13,,,,14.24599012222222,,
Poultry manure,Straw,Mature compost,None,None,None,None,0,61.175720661157044,7.3508164957264945,2.496736884958221,40.00691635631427,20.14200193901122,0.62924918699187,Windrow,0,68,0.42103612556363473,Continuous,0,0,68,0.16,13,,,,14.24599012222222,,
Poultry manure,Straw,None,None,None,None,None,0,61.175720661157044,7.3508164957264945,2.496736884958221,40.00691635631427,20.14200193901122,0.62924918699187,Windrow,0,68,0.42103612556363473,Continuous,0,0,68,0.16,13,,,,14.24599012222222,,
Poultry manure,Straw,Poultry manure,None,None,None,None,0,61.175720661157044,7.3508164957264945,2.496736884958221,40.00691635631427,20.14200193901122,0.62924918699187,Windrow,0,68,0.42103612556363473,Continuous,0,0,68,0.16,13,,,,14.24599012222222,,
Poultry manure,Straw,Poultury manure,None,None,None,None,0,61.175720661157044,7.3508164957264945,2.496736884958221,40.00691635631427,20.14200193901122,0.62924918699187,Windrow,0,68,0.42103612556363473,Continuous,0,0,68,0.16,13,,,,14.24599012222222,,
Poultry manure,Straw,Sawdust,None,None,None,None,0,61.175720661157044,7.3508164957264945,2.496736884958221,40.00691635631427,20.14200193901122,0.62924918699187,Windrow,0,68,0.42103612556363473,Continuous,0,0,68,0.16,13,,,,14.24599012222222,,
Poultry manure,Straw,Sewage sludge,None,None,None,None,0,61.175720661157044,7.3508164957264945,2.496736884958221,40.00691635631427,20.14200193901122,0.62924918699187,Windrow,0,68,0.42103612556363473,Continuous,0,0,68,0.16,13,,,,14.24599012222222,,
Poultry manure,Straw,Straw,None,None,None,None,0,61.175720661157044,7.3508164957264945,2.496736884958221,40.00691635631427,20.14200193901122,0.62924918699187,Windrow,0,68,0.42103612556363473,Continuous,0,0,68,0.16,13,,,,14.24599012222222,,
Poultry manure,Straw,Wood chips,None,None,None,None,0,61.175720661157044,7.3508164957264945,2.496736884958221,40.00691635631427,20.14200193901122,0.62924918699187,Windrow,0,68,0.42103612556363473,Continuous,0,0,68,0.16,13,,,,14.24599012222222,,
Sewage sludge,Straw,Byproduct,None,None,None,None,0,64.36426228070177,7.12619212962963,2.145786521739131,34.86013631237929,18.58156126769767,4.210797122302148,Windrow,0,68,0.5474800954447713,Continuous,0,0,68,0.16,13,,,,37.83504428571429,,
Sewage sludge,Straw,Cow manure,None,None,None,None,0,64.36426228070177,7.12619212962963,2.145786521739131,34.86013631237929,18.58156126769767,4.210797122302148,Windrow,0,68,0.5474800954447713,Continuous,0,0,68,0.16,13,,,,37.83504428571429,,
Sewage sludge,Straw,Green waste,None,None,None,None,0,64.36426228070177,7.12619212962963,2.145786521739131,34.86013631237929,18.58156126769767,4.210797122302148,Windrow,0,68,0.5474800954447713,Continuous,0,0,68,0.16,13,,,,37.83504428571429,,
Sewage sludge,Straw,Mature compost,None,None,None,None,0,64.36426228070177,7.12619212962963,2.145786521739131,34.86013631237929,18.58156126769767,4.210797122302148,Windrow,0,68,0.5474800954447713,Continuous,0,0,68,0.16,13,,,,37.83504428571429,,
Sewage sludge,Straw,None,None,None,None,None,0,64.36426228070177,7.12619212962963,2.145786521739131,34.86013631237929,18.58156126769767,4.210797122302148,Windrow,0,68,0.5474800954447713,Continuous,0,0,68,0.16,13,,,,37.83504428571429,,
Sewage sludge,Straw,Poultry manure,None,None,None,None,0,64.36426228070177,7.12619212962963,2.145786521739131,34.86013631237929,18.58156126769767,4.210797122302148,Windrow,0,68,0.5474800954447713,Continuous,0,0,68,0.16,13,,,,37.83504428571429,,
Sewage sludge,Straw,Poultury manure,None,None,None,None,0,64.36426228070177,7.12619212962963,2.145786521739131,34.86013631237929,18.58156126769767,4.210797122302148,Windrow,0,68,0.5474800954447713,Continuous,0,0,68,0.16,13,,,,37.83504428571429,,
Sewage sludge,Straw,Sawdust,None,None,None,None,0,64.36426228070177,7.12619212962963,2.145786521739131,34.86013631237929,18.58156126769767,4.210797122302148,Windrow,0,68,0.5474800954447713,Continuous,0,0,68,0.16,13,,,,37.83504428571429,,
Sewage sludge,Straw,Sewage sludge,None,None,None,None,0,64.36426228070177,7.12619212962963,2.145786521739131,34.86013631237929,18.58156126769767,4.210797122302148,Windrow,0,68,0.5474800954447713,Continuous,0,0,68,0.16,13,,,,37.83504428571429,,
Sewage sludge,Straw,Straw,None,None,None,None,0,64.36426228070177,7.12619212962963,2.145786521739131,34.86013631237929,18.58156126769767,4.210797122302148,Windrow,0,68,0.5474800954447713,Continuous,0,0,68,0.16,13,,,,37.83504428571429,,
Sewage sludge,Straw,Wood chips,None,None,None,None,0,64.36426228070177,7.12619212962963,2.145786521739131,34.86013631237929,18.58156126769767,4.210797122302148,Windrow,0,68,0.5474800954447713,Continuous,0,0,68,0.16,13,,,,37.83504428571429,,
Swine manure,Straw,Byproduct,None,None,None,None,0,64.91262120505252,7.71792520618557,2.0952942734506252,40.47600779048685,20.140495517390526,0.6277154746460174,Windrow,0,68,0.41346770592324794,Continuous,0,0,68,0.16,13,,,,27.75084380985916,,
Swine manure,Straw,Cow manure,None,None,None,None,0,64.91262120505252,7.71792520618557,2.0952942734506252,40.47600779048685,20.140495517390526,0.6277154746460174,Windrow,0,68,0.41346770592324794,Continuous,0,0,68,0.16,13,,,,27.75084380985916,,
Swine manure,Straw,Green waste,None,None,None,None,0,64.91262120505252,7.71792520618557,2.0952942734506252,40.47600779048685,20.140495517390526,0.6277154746460174,Windrow,0,68,0.41346770592324794,Continuous,0,0,68,0.16,13,,,,27.75084380985916,,
Swine manure,Straw,Mature compost,None,None,None,None,0,64.91262120505252,7.71792520618557,2.0952942734506252,40.47600779048685,20.140495517390526,0.6277154746460174,Windrow,0,68,0.41346770592324794,Continuous,0,0,68,0.16,13,,,,27.75084380985916,,
Swine manure,Straw,None,None,None,None,None,0,64.91262120505252,7.71792520618557,2.0952942734506252,40.47600779048685,20.140495517390526,0.6277154746460174,Windrow,0,68,0.41346770592324794,Continuous,0,0,68,0.16,13,,,,27.75084380985916,,
Swine manure,Straw,Poultry manure,None,None,None,None,0,64.91262120505252,7.71792520618557,2.0952942734506252,40.47600779048685,20.140495517390526,0.6277154746460174,Windrow,0,68,0.41346770592324794,Continuous,0,0,68,0.16,13,,,,27.75084380985916,,
Swine manure,Straw,Poultury manure,None,None,None,None,0,64.91262120505252,7.71792520618557,2.0952942734506252,40.47600779048685,20.140495517390526,0.6277154746460174,Windrow,0,68,0.41346770592324794,Continuous,0,0,68,0.16,13,,,,27.75084380985916,,
Swine manure,Straw,Sawdust,None,None,None,None,0,64.91262120505252,7.71792520618557,2.0952942734506252,40.47600779048685,20.140495517390526,0.6277154746460174,Windrow,0,68,0.41346770592324794,Continuous,0,0,68,0.16,13,,,,27.75084380985916,,
Swine manure,Straw,Sewage sludge,None,None,None,None,0,64.91262120505252,7.71792520618557,2.0952942734506252,40.47600779048685,20.140495517390526,0.6277154746460174,Windrow,0,68,0.41346770592324794,Continuous,0,0,68,0.16,13,,,,27.75084380985916,,
Swine manure,Straw,Straw,None,None,None,None,0,64.91262120505252,7.71792520618557,2.0952942734506252,40.47600779048685,20.140495517390526,0.6277154746460174,Windrow,0,68,0.41346770592324794,Continuous,0,0,68,0.16,13,,,,27.75084380985916,,
Swine manure,Straw,Wood chips,None,None,None,None,0,64.91262120505252,7.71792520618557,2.0952942734506252,40.47600779048685,20.140495517390526,0.6277154746460174,Windrow,0,68,0.41346770592324794,Continuous,0,0,68,0.16,13,,,,27.75084380985916,,
